"id","category","de","zh-Hans","en_ref","context","limit","status","note"
"ability.SK_FIRE_08.desc","i18n","Ab 40 % Hitze gibt jeder Sieg in Folge der nächsten Karte +1 Stichwert (bis +3). Eine Niederlage setzt zurück.","热量达40%起，每连续获胜一次给下一张卡牌+1墩值（最高+3）。一次失败会重置。","From 40% heat, every win in a row gives the next card +1 trick value (up to +3). A loss resets it.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_08.name","i18n","Feuerwalze","火浪","Fire Roll","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_09.desc","i18n","Großer Kampfwert-Vorsprung gibt mehr Feuer-Score: ×1,5 ab 8, ×2 ab 12.","战斗数值领先越大，火焰得分越多：领先8起×1.5，领先12起×2。","A large margin gives more fire score: ×1.5 from 8, ×2 from 12.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_09.name","i18n","Verbrennung","燃烧","Combustion","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_10.desc","i18n","Jeder Sieg unter 8 Kampfwert-Vorsprung legt das 2-fache seines Feuer-Scores plus 60 in einen Speicher, +20 je weiterem Feuer-Skill. Ein Sieg ab 8 Vorsprung zahlt ihn als Score aus, eine Niederlage halbiert ihn.","每次战斗数值领先不足8的获胜，会把它火焰得分的2倍再加60存入储量，每多一个火技能再+20。一次领先达到8的获胜会把储量作为得分全部释放，一次失败会让它减半。","Every win below 8 margin puts 2× its fire score plus 60 into a store, +20 per further fire skill. A win from 8 margin pays it out as score, a loss halves it.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_10.name","i18n","Funkenflug","溅火","Spark Flight","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_11.desc","i18n","Ab 80 % Hitze brennt der nächste Sieg bis auf 40 % herunter: +20 Score je verbranntem Hitzepunkt, +17 je weiterem Feuer-Skill (mit 6 Feuer-Skills ≈ +6.300).","热量达80%起，下一次获胜会一路烧到40%：每烧掉一点热量+20得分，每多一个火技能再+17（持有6个火技能时约+6,300）。","From 80% heat, the next win burns down to 40%: +20 score per burnt heat point, +17 per further fire skill (with 6 fire skills ≈ +6,300).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_11.name","i18n","Flächenbrand","燎原","Wildfire","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_12.desc","i18n","Jeder Sieg verbrennt 4 % Hitze: 10 Score je verbranntem Punkt, +6 je gehaltenem Prozent Hitze (bei voller Leiste 2.440 je Sieg). Niederlagen kosten keine Hitze.","每次获胜烧掉4%热量：每烧掉一点给10得分，每持有一个百分点的热量再+6（热量条满时每次获胜2,440）。失败不消耗热量。","Every win burns 4% heat: 10 score per burnt point, +6 per percent of heat held (2,440 per win at a full bar). Losses cost no heat.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_12.name","i18n","Schmelzpunkt","熔点","Melting Point","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_13.desc","i18n","Jeder Sieg brandmarkt eine Gegnerkarte (−1 Wert) und gibt +1 Asche.","每次获胜都会给一张对手卡牌打上烙印（数值−1）并给予+1灰烬。","Every win brands an opponent card (−1 value) and gives +1 ash.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_13.name","i18n","Brandmal","烙印","Brand","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_14.desc","i18n","Verstärker: Brände greifen auf eine Nachbarkarte über (−1 Wert) und geben +1 Asche.","增幅器：烙印会蔓延到一张相邻卡牌上（数值−1）并给予+1灰烬。","Amplifier: Brands spread to a neighbour card (−1 value) and give +1 ash.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_14.name","i18n","Lauffeuer","蔓火","Running Fire","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_15.desc","i18n","Am Ende jedes Durchlaufs erhält jeweils deine niedrigste Karte dauerhaft +3 Kartenwert, solange du ≥20 Asche hast. Ist die Schmiede voll, verglüht weitere Asche als Ascheglut: +2.000 Score je 20 Asche.","只要你有≥20灰烬，每轮结束时你最低的那张卡牌就永久获得+3卡牌数值。锻炉满了之后，多余的灰烬会作为灰烬辉光烧掉：每20灰烬+2,000得分。","At the end of every cycle your lowest card each time permanently gains +3 card value, as long as you have 20 ash or more. Once the forge is full, further ash burns off as ash glow: +2,000 score per 20 ash.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_15.name","i18n","Ascheschmiede","灰烬锻炉","Ash Forge","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_16.desc","i18n","Verstärker: Geschmiedete Karten geben bei Sieg +12 Score je geschmiedetem Wert.","增幅器：被锻造过的卡牌获胜时，按锻造出的每点数值给予+12得分。","Amplifier: Forged cards give +12 score per forged value on a win.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_16.name","i18n","Glutstahl","炽钢","Ember Steel","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_17.desc","i18n","Ab 50 % Hitze geben Brände zusätzlich −1 Wert und +1 Asche. Schmieden kostet 25 % weniger Asche.","热量达50%起，烙印额外再给数值−1和+1灰烬。锻造少消耗25%的灰烬。","From 50% heat, brands additionally give −1 value and +1 ash. Forging costs 25% less ash.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_17.name","i18n","Schmelzofen","熔炉","Smelter","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_L01.desc","i18n","Jeder Sieg gegen eine gebrandmarkte Gegnerkarte gibt +100 Score je Brand darauf. Endet ein Durchlauf mit ≥60 % Hitze, stapeln sich deine Brände statt sich zu erneuern (bis 4 je Karte), und deine Karten unter Wert 9 bekommen dauerhaft +2 Kartenwert.","每次战胜带烙印的对手卡牌，按其上的每个烙印给予+100得分。若一轮结束时热量≥60%，你的烙印会叠加而不是刷新（每张卡牌最多4个），并且你数值低于9的卡牌永久获得+2卡牌数值。","Every win against a branded opponent card gives +100 score per brand on it. If a cycle ends at 60% heat or more, your brands stack up instead of being renewed (to 4 per card), and your cards below value 9 permanently gain +2 card value.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_L01.name","i18n","Sonnenkern","日核","Sun Core","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_L02.desc","i18n","Niederlagen kosten keine Hitze, sondern geben +8 % Hitze je Rückstandspunkt. Sinkt deine Hitze durch Verbrauch auf 0, entzündet sie sich 1×/Durchlauf auf 40 % neu.","失败不消耗热量，反而按落后的每点数值给予+8%热量。若你的热量因消耗降到0，它每轮会有1次自行重新点燃到40%。","Losses cost no heat: they give +8% heat per point of deficit instead. If consumption drops your heat to 0, it reignites once per cycle at 40%.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_L02.name","i18n","Phönixfeuer","凤凰之火","Phoenix Fire","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_L03.desc","i18n","Dein gesamter Sieg-Score wird mit deinem höchsten je erreichten Hitzestand multipliziert: +1 % je Prozent bis 100 %, also bis ×2, und +3 % je Punkt Überhitzung darüber, mit Weißglut bis ×3,5.","你全部的获胜得分会乘上你曾达到的最高热量：100%以内每一个百分点+1%，也就是最高×2，超出的每一点过热再+3%，配合白热最高到×3.5。","Your entire win score is multiplied by the highest heat level you have ever reached: +1% per percent up to 100%, so up to ×2, and +3% per point of overheat above that, with White Heat up to ×3.5.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_L03.name","i18n","Sonnenzorn","烈日之怒","Sun Wrath","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_L04.desc","i18n","Schmiedet jeden Durchlauf deine niedrigste Karte ohne Asche (+3 Wert, bis 10 Karten). Geschmiedete Karten kämpfen mit +5 Wert. Jeder Sieg gibt +14 Score je Punkt geschmiedetem Wert im Deck. Eine Schmiedung sind 3 Punkte.","每轮不消耗灰烬就锻造你最低的那张卡牌（数值+3，最多10张卡牌）。被锻造过的卡牌以+5数值参战。每次获胜按卡组里锻造出的每点数值给予+14得分。一次锻造算3点。","Forges your lowest card every cycle without ash (+3 value, up to 10 cards). Forged cards fight with +5 value. Every win gives +14 score per point of forged value in your deck. One forging is 3 points.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_FIRE_L04.name","i18n","Damaststahl","大马士革钢","Damascus Steel","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_01.desc","i18n","Ein Gletscher-Sieg gibt +1 Masse extra, in einer Formation zusätzlich +2.","一次冰川获胜额外给予+1质量，处在阵型中再额外+2。","A glacier win gives +1 extra mass, +2 more inside a formation.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_01.name","i18n","Anfrieren","冻结","Freeze-On","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_02.desc","i18n","Gewinnt ein Gletscher, sät er +2 Schnee in die Boden-Reserve eines der 4 angrenzenden offenen Felder, ohne eigene Masse abzugeben. Nur bei 0 eigener Masse gibt er stattdessen seine Sieg-Masse ab. Eisbrücke erweitert das nicht.","冰川获胜时，会往4个相邻空格之一的地面储量里播下+2积雪，而不交出自己的质量。只有在自身质量为0时，它才改为交出这次获胜的质量。冰桥不会扩大这个范围。","When a glacier wins, it seeds +2 snow into the ground reserve of one of the 4 adjacent open cells, keeping its own mass. Only a glacier at 0 mass gives up its win mass instead. Ice bridge does not extend this.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_02.name","i18n","Schneetreiben","暴雪","Snowdrift","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_03.desc","i18n","Jeden Durchlauf sammeln ungefrorene Felder Schnee in ihrer Boden-Reserve: +1 bei 2 Feldern Abstand zum nächsten Gletscher, +2 ab 3. Die 8 Felder direkt um einen Gletscher bleiben leer. Friert hier später ein Gletscher ein, füllt die Reserve ihn zum Durchlauf-Beginn auf.","每轮，未冻结的格子都会在自己的地面储量里积雪：与最近的冰川相隔2格时+1，相隔3格及以上时+2。冰川周围的8个格子保持空着。如果之后有冰川冻结在这里，储量会在每轮开始时把它补满。","Every cycle, unfrozen cells collect snow in their ground reserve: +1 at 2 cells' distance from the nearest glacier, +2 from 3. The 8 cells directly around a glacier stay empty. If a glacier later freezes here, the reserve refills it at the start of the cycle.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_03.name","i18n","Dauerfrost","永冻","Permafrost","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_04.desc","i18n","Erhöht ein Gebäude den Kampfwert einer Gletscher-Karte, wird dieser Bonus nicht ausgespielt, sondern in Masse umgewandelt: +0,25 Masse je Punkt. Score-Gebäude bleiben unberührt.","当一座建筑提高冰川卡牌的战斗数值时，这份加成不会打出去，而是转成质量：每点+0.25质量。得分类建筑不受影响。","If a building raises the combat value of a glacier card, that bonus is not played out but converted into mass instead: +0.25 mass per point. Score buildings are untouched.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_04.name","i18n","Verdichtung","压实","Compaction","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_05.desc","i18n","Zu Durchlauf-Beginn heben angrenzende Gletscher einander auf den Masse-Durchschnitt ihres Clusters, nie fallend.","每轮开始时，相邻的冰川会互相拉到本集群的平均质量，只升不降。","At the start of a cycle, adjacent glaciers lift each other to the average mass of their cluster, never dropping.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_05.name","i18n","Verschmelzen","融合","Fusion","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_06.desc","i18n","Jeden Durchlauf gewinnt ein Gletscher +0,5 Masse je Gletscher-Nachbar.","每轮，一座冰川按每个相邻冰川获得+0.5质量。","Every cycle, a glacier gains +0.5 mass per glacier neighbour.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_06.name","i18n","Packeis","浮冰群","Pack Ice","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_07.desc","i18n","Zählt auch die vier Diagonalen als angrenzend: zersplitterte Felder werden zu einem Cluster, für Bruch, Kollision und Cluster-Größe.","把四条对角线也算作相邻：碎散的格子于是并成一个集群，用于碎裂、碰撞和集群大小的判定。","Counts the four diagonals as adjacent too: scattered cells become one cluster, for bursts, collisions and cluster size.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_07.name","i18n","Eisbrücke","冰桥","Ice Bridge","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_08.desc","i18n","Eine komplett gefrorene Reihe oder Spalte verstärkt das Bersten aller ihrer Gletscher: ×1,6 statt ×1,3.","一整行或一整列全部冻结时，其中所有冰川的碎裂都会加强：×1.6，而不是×1.3。","A fully frozen row or column strengthens the burst of all its glaciers: ×1.6 instead of ×1.3.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_08.name","i18n","Eiswall","冰墙","Ice Wall","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_09.desc","i18n","Jeden Durchlauf gewinnt jeder Gletscher +0,25 Masse je Gletscher im verbundenen Cluster.","每轮，每座冰川按连通集群里的每座冰川获得+0.25质量。","Every cycle, each glacier gains +0.25 mass per glacier in the connected cluster.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_09.name","i18n","Verzahnung","咬合","Interlock","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_10.desc","i18n","Höhere Masse-Schwellen bersten steiler: Wucht ×1,8 statt ×1,5 an der 2. Schwelle, ×3 statt ×2,2 an der 3.","更高的质量阈值碎裂得更陡：第2阈值的冲击力×1.8而不是×1.5，第3阈值×3而不是×2.2。","Higher mass thresholds burst more steeply: force ×1.8 instead of ×1.5 at the 2nd threshold, ×3 instead of ×2.2 at the 3rd.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_10.name","i18n","Abbruchkante","崩裂缘","Calving Edge","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_11.desc","i18n","Bricht ein Gletscher, brechen angrenzende Gletscher sofort mit, auch ohne ihre Schwelle erreicht zu haben.","一座冰川碎裂时，相邻的冰川会立刻跟着碎裂，即使还没到自己的阈值。","When a glacier bursts, adjacent glaciers burst with it immediately, even without reaching their threshold.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"ability.SK_ICE_11.name","i18n","Kettenbruch","连锁碎裂","Chain Burst","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
